	slide1	slide2	slide3	slide4	slide5	slide6	slide7	slide8	slide9	slide10
GENE17967	4,82921	4,805087	4,774797	4,749764	4,906129	4,788249	4,810985	4,839253	4,89195	4,643318
GENE17968	2,800387	2,961648	2,812496	2,950457	3,162828	3,009318	2,775822	2,963461	3,040094	2,864709
GENE17969	3,339164	3,147212	3,386799	3,09087	3,644197	3,095784	2,951498	2,99557	3,127549	3,190191
GENE17970	4,790024	4,659404	4,773063	4,773063	4,862256	4,831333	4,765998	4,690238	4,82002	4,915559
GENE17971	4,265818	4,406245	4,200326	4,520738	4,327054	4,678659	4,301104	4,668521	4,297157	4,742859
GENE17972	3,156664	3,844063	3,29489	3,267436	3,957759	3,260432	3,458408	3,43446	3,264794	3,725886
GENE17973	3,413933	3,390707	3,507264	3,472281	3,489508	3,540924	3,347095	3,402537	3,648322	3,35568
GENE17974	3,301698	3,168303	3,064306	3,023203	4,053957	3,127868	2,96188	2,762726	3,143791	3,204218
GENE17975	3,215392	3,376581	3,343882	3,187011	3,516092	3,458204	3,247163	3,13638	3,233507	3,318513
GENE17976	3,194438	3,130415	3,240496	2,997114	3,043626	3,13638	3,364744	3,25573	3,273181	3,146572
GENE17977	2,856065	2,817719	2,709051	2,869717	2,989808	2,879478	2,768901	2,895807	3,018261	2,991759
GENE17978	3,766426	3,782598	3,850632	3,688715	3,709347	4,056434	3,678751	3,88258	3,710734	3,810526
GENE17979	4,778133	4,835979	5,007117	4,878867	4,839655	4,894013	5,100795	4,756683	5,154796	5,021989
GENE17980	4,381365	4,087258	4,087551	3,993468	3,867352	4,087369	3,928034	4,20262	4,095992	3,990394
GENE17981	2,668006	2,709538	2,741319	2,844047	2,777257	2,7731	2,720625	2,621978	2,655706	2,759746
GENE17982	2,843995	2,840571	2,734028	2,731705	2,727709	2,969814	2,677515	2,867127	2,832668	2,907013
GENE17983	3,563868	3,695459	3,657424	3,511706	3,484069	3,560818	3,538637	3,432593	3,594446	3,517083
GENE17984	3,310015	3,81546	3,557133	3,566226	3,395457	3,596729	3,538512	3,377869	3,520056	3,56513
GENE17985	2,907175	2,868919	2,97978	3,021996	2,97898	3,000473	3,014168	3,140703	2,763896	2,79974
GENE17986	4,061697	4,294096	4,397021	4,175311	4,315805	4,261397	4,224173	4,387789	4,354772	4,344444
GENE17987	4,429052	4,216685	4,193164	4,30433	4,455634	4,283204	4,390422	4,226353	4,425069	4,24735
GENE17988	3,157062	3,215245	3,120726	3,124925	2,93607	2,86504	3,051901	3,003923	3,120251	2,96342
GENE17989	4,004675	3,972485	4,008363	3,969701	4,192711	4,477892	4,164836	3,987004	4,169125	3,976404
GENE17990	3,223687	3,430259	3,392088	3,30831	3,495331	3,626037	3,463854	3,453521	3,430259	3,694914
GENE17991	3,64904	3,372727	3,534403	3,328753	3,327847	3,601945	3,620273	3,346448	3,501586	3,528394
GENE17992	2,92871	3,104404	3,092655	2,943704	3,098202	3,041817	3,162035	2,949489	2,870988	3,05553
GENE17993	4,536744	4,54082	4,727669	4,466394	4,829378	4,641211	4,511458	4,524191	4,558298	4,479565
GENE17994	5,705351	6,032624	5,853336	5,460965	5,953851	6,094875	5,772018	5,741685	5,825771	5,845595
GENE17995	3,819174	3,932882	3,933838	3,796997	3,924685	3,847081	4,154245	3,957485	3,965932	3,905809
GENE17996	3,24783	3,119727	3,298621	3,267905	3,184888	3,093458	3,259851	3,072975	3,334986	3,179917
GENE17997	3,358949	3,892906	3,531186	3,548599	3,4816	3,656245	3,447932	3,74929	3,850918	3,484614
GENE17998	3,639167	3,536075	3,783168	3,451998	3,832752	3,739632	3,553233	3,554408	3,631391	3,675275
GENE17999	3,138154	3,18811	3,126197	2,888722	2,960063	2,895442	2,938676	2,837063	2,730171	2,938676
GENE18000	3,472424	3,607176	3,454946	3,316097	3,601279	3,580389	3,69781	3,506328	3,560939	3,638718
GENE18001	3,264675	3,096453	3,111316	3,120107	3,202144	3,192247	3,116072	3,146727	3,280588	3,122939
GENE18002	3,118779	3,08312	3,083375	3,008694	3,049609	2,964364	3,126904	2,997313	3,030754	2,944334
GENE18003	3,050714	2,996956	2,847048	3,016578	3,048779	3,027094	3,282323	2,897322	2,889641	2,85666
GENE18004	3,506525	3,436777	3,435054	3,175971	3,657457	3,289108	3,40095	3,179917	3,31151	3,151747
GENE18005	3,136795	3,43413	3,161459	3,319601	3,11843	3,304423	3,362669	3,260761	3,447991	3,218721
GENE18006	3,200303	3,179917	3,13638	3,115299	3,093458	3,243668	3,220301	3,189808	3,109719	3,145337
GENE18007	3,565276	3,659124	3,317228	3,375217	3,475815	3,437353	3,519276	3,231233	3,472365	3,305258
GENE18008	2,790338	2,717563	2,850992	2,799743	3,093458	2,732773	2,781607	2,819762	2,818263	2,620104
GENE18009	2,620737	2,823576	2,856066	2,828972	3,008133	2,88022	2,888957	2,74777	2,832981	2,688404
GENE18010	3,097167	3,247283	3,093175	2,977492	2,961747	2,883887	3,199761	3,081591	3,01013	3,112839
GENE18011	3,768601	3,927858	3,804632	3,971885	4,028557	4,104906	3,955698	3,764365	3,856128	3,822447
GENE18012	3,572303	3,976851	3,767901	3,705797	3,792271	3,797269	3,774573	3,722807	3,851196	3,726379
GENE18013	4,658855	4,171099	4,444531	4,251179	4,1054	4,248602	4,068743	4,130115	4,230293	4,285141
GENE18014	4,001441	4,312394	3,910316	4,013358	4,185134	4,294634	4,020261	3,934066	4,372485	4,221405
GENE18015	4,405726	3,649048	4,222505	3,930729	4,362836	3,862598	4,03615	4,071201	3,983941	3,905858
GENE18016	5,211516	5,447483	5,375941	5,211516	5,076147	5,551303	5,254487	5,268753	5,56896	5,408696
GENE18017	3,928128	3,649198	4,199198	3,696017	3,691705	3,91116	3,961266	3,859161	3,939927	3,838009
GENE18018	3,071457	2,868226	3,147543	3,002706	2,862186	3,02344	3,040587	2,832558	2,954955	2,982182
GENE18019	7,800522	7,666835	7,533038	7,573169	7,632301	7,735114	7,701364	7,591946	7,759651	7,939583
GENE18020	3,244187	3,411153	3,442777	3,482395	3,801797	3,481032	3,618712	3,365812	3,331901	3,470689
GENE18021	3,851751	3,824298	4,047192	3,865219	4,292708	3,848804	3,647894	3,824563	3,697712	3,820553
GENE18022	3,067894	2,92448	3,013237	2,890612	3,149242	3,108807	3,075891	2,810551	3,018697	2,958895
GENE18023	3,280652	3,083336	3,220023	2,90634	3,051152	3,025405	3,045979	3,16625	3,248713	3,048897
GENE18024	3,079655	3,113305	3,137034	3,118335	3,233564	3,055826	3,095485	3,027521	3,13638	3,116355
GENE18025	5,620568	5,420128	5,603614	5,099833	5,69511	5,061606	4,908621	4,666779	4,561562	4,310365
GENE18026	3,136367	3,484059	3,219195	3,102912	3,542093	3,298329	3,293465	3,351474	3,297567	3,40227
GENE18027	3,836009	3,515856	3,794237	3,479065	3,874346	3,519717	3,357322	2,974973	3,560845	3,313225
GENE18028	3,170292	3,061539	3,281038	3,101915	3,17095	3,167645	3,246382	3,177554	3,30981	3,272812
GENE18029	3,018431	3,074341	3,425467	3,036232	3,275001	2,844604	3,209096	3,18935	3,160922	3,336512
GENE18030	3,941625	2,994685	3,12065	3,12808	3,527745	3,093458	3,145246	3,271508	3,003748	3,117042
GENE18031	4,673665	4,933111	4,738838	4,766127	5,113001	4,921491	5,114508	4,780099	4,862021	4,754508
GENE18032	3,584913	3,658131	3,533067	3,595747	3,677681	3,524892	3,783725	3,524877	3,574041	3,636984
GENE18033	4,530397	4,667508	4,54335	4,46654	4,598857	4,828027	4,624026	4,67076	4,62587	4,891158
GENE18034	3,936805	4,142363	4,022382	3,991855	4,190658	4,139166	3,917937	4,059853	3,975146	4,167944
GENE18035	3,296976	3,185043	3,4355	3,172253	3,367149	3,546337	3,481132	3,192934	3,210181	3,274274
GENE18036	3,577574	4,04666	3,804568	3,6755	3,635829	4,082013	4,040974	3,628239	3,616312	3,888302
GENE18037	4,476487	4,354513	4,550087	4,460876	4,557842	4,857263	4,301104	4,420508	4,543966	4,50426
GENE18038	3,809039	4,205055	3,970419	4,000328	3,99816	4,029805	3,749892	3,962222	3,869566	4,167765
GENE18039	2,840489	2,79186	2,860438	2,812679	3,000337	2,864744	2,722625	3,016546	3,05553	2,874892
GENE18040	2,980538	3,034669	3,126685	2,968759	2,772777	2,899865	2,692441	2,997634	2,989053	2,817199
GENE18041	2,927656	2,857611	2,788815	2,683509	2,72415	2,734028	2,898562	2,838157	3,016002	2,875026
GENE18042	3,636407	3,739761	3,92161	3,555746	4,082184	3,908564	3,692485	3,705278	3,695459	3,857207
GENE18043	4,457082	4,62587	4,524063	4,460876	4,50553	4,351886	4,549052	4,257378	4,362846	4,294435
GENE18044	2,98041	3,302642	3,122918	3,059711	3,132044	3,030192	3,131646	3,156835	3,074963	3,082967
GENE18045	3,390795	3,610804	3,340073	3,211988	3,251317	3,458377	3,507652	3,580907	3,249828	3,531596
GENE18046	3,765601	4,077773	4,082611	4,105569	3,916851	3,979977	3,829586	3,955025	3,734261	4,013437
GENE18047	4,604589	4,728445	4,616013	4,349092	4,409193	4,64323	4,356236	4,61126	4,668177	4,574219
GENE18048	2,87785	2,782845	3,0835	2,982967	2,64291	2,94192	2,804107	3,025987	2,822235	2,856066
GENE18049	6,150689	8,218554	5,801351	6,717724	7,117716	6,974433	5,917427	7,220421	6,174678	6,732498
GENE18050	6,475495	8,520577	6,182112	7,035139	7,37481	7,216674	6,189374	7,5671	6,733142	7,045717
GENE18051	6,106824	7,602389	5,313824	7,07145	5,373777	7,079279	6,229831	7,342563	5,009078	6,639172
GENE18052	5,471503	6,255371	6,017375	7,056864	7,121487	7,138911	7,318489	7,024619	5,867217	5,74222
GENE18053	5,180288	5,264212	5,241399	5,170164	5,12417	5,350057	5,292416	5,458807	5,454738	5,19178
GENE18054	3,5097	3,387924	3,370476	3,60466	3,257848	3,610464	3,308588	3,756846	3,495101	3,776386
GENE18055	3,219259	3,486834	3,796364	3,715513	4,014105	3,789759	3,587193	3,636252	3,695459	3,681532
GENE18056	4,712251	5,399335	4,91239	4,937352	4,805601	4,92501	5,105936	4,995584	4,743814	4,972934
GENE18057	6,901035	6,578779	6,913089	6,732503	7,053032	6,543514	7,072471	6,641909	7,475226	6,336004
GENE18058	3,345345	3,295178	3,619917	3,085002	3,524804	3,43887	3,593591	3,760838	3,471656	3,220023
GENE18059	7,032963	6,100364	6,36774	6,570807	5,860789	6,217103	6,920521	6,152541	6,68451	6,415606
GENE18060	4,608616	4,605463	4,554581	4,26004	4,489222	5,081525	4,35143	4,560605	4,593982	4,511235
GENE18061	4,949965	7,975203	7,049608	7,015626	8,882146	4,662954	6,841989	5,698372	9,793619	6,275029
GENE18062	10,638573	9,944685	10,57608	10,322688	10,15056	10,515528	10,222269	10,045749	10,586662	10,35949
GENE18063	4,471387	4,682327	4,620157	4,500642	4,614219	4,608279	4,574689	4,751645	4,582036	4,428292
GENE18064	6,334755	6,503034	7,557002	6,675792	6,790999	7,012316	6,352337	6,325148	7,012764	6,830047
GENE18065	5,500072	5,949496	5,598209	6,059593	5,640932	5,844645	5,261454	7,313002	5,55253	5,944231
GENE18066	3,408333	4,029824	3,567921	3,774665	3,276145	3,60736	3,563905	4,192005	3,736543	3,742705
GENE18067	8,785359	8,873968	8,674979	8,738933	8,536727	8,929338	8,890117	8,776672	8,802051	8,728468
GENE18068	5,132393	6,119439	4,829416	5,706537	5,636359	5,710871	5,502214	6,435253	5,077553	5,772018
GENE18069	4,979919	4,91086	4,92063	5,087883	4,431477	4,969044	4,355739	5,015613	4,879185	5,523314
GENE18070	5,169487	5,622432	5,758994	5,380049	5,813365	5,420128	5,359244	5,156994	5,392795	5,414636
GENE18071	3,281703	3,44968	3,114921	3,365521	3,290659	3,412129	3,281974	3,457184	3,38484	3,294329
GENE18072	5,60318	5,77216	5,811107	5,686749	5,97108	5,748116	5,688226	5,811761	6,4022	5,785735
GENE18073	3,292907	3,264675	3,147395	3,133682	3,320342	3,239457	3,346755	3,118059	3,346608	3,203892
GENE18074	3,352913	3,678424	3,444529	3,507286	3,336962	3,643439	3,68064	3,324956	3,381551	3,383173
GENE18075	3,595649	4,089528	3,82048	3,737703	3,85347	3,77407	3,808408	3,575636	3,722935	4,060901
GENE18076	4,599369	6,058892	4,830221	4,994494	5,646742	5,213048	5,679902	5,570458	4,399102	5,667489
GENE18077	3,333195	3,15702	3,031724	3,093257	3,257971	3,049258	3,116543	2,967682	3,081633	2,880293
GENE18078	5,567183	5,461362	5,173708	5,233078	5,391394	5,792826	5,520379	5,68971	5,511059	5,667587
GENE18079	3,846401	3,691692	3,5624	3,635518	3,596983	3,750001	3,592967	3,605345	3,71175	3,778175
GENE18080	4,441713	4,28622	4,497621	4,382392	4,53899	4,407829	4,256699	4,382392	4,413583	4,385159
GENE18081	3,696985	3,748676	3,519574	3,978614	3,534685	3,840797	3,808451	3,669966	3,738134	3,86028
GENE18082	3,260747	3,03884	2,993143	3,137679	3,186141	3,179917	3,035539	3,16708	3,073016	3,043361
GENE18083	7,381787	8,664638	7,113714	7,88441	8,308888	8,004411	7,927827	8,000339	7,576738	7,580081
GENE18084	6,977009	8,291844	6,664447	7,357603	7,804373	7,487844	7,572682	7,655863	7,093957	7,238537
GENE18085	4,253032	4,166451	4,200175	3,987571	4,148325	4,060404	4,154245	4,174774	4,240929	4,2936
GENE18086	3,648009	3,556371	3,757396	3,650196	3,369879	3,203857	3,598671	3,347356	3,603358	3,102032
GENE18087	2,685769	2,607976	2,762213	2,661221	2,686071	2,847649	2,772618	2,77021	2,661221	2,697015
GENE18088	2,925641	2,986351	2,762302	2,775657	2,751635	2,903742	2,877687	2,841881	2,94017	2,656224
GENE18089	2,775223	3,127499	2,916307	3,148963	2,934903	3,047218	2,939071	2,760672	2,873421	3,13638
GENE18090	3,141096	3,228337	2,781685	3,051732	3,189187	3,27041	3,088537	3,184322	3,165594	3,114382
GENE18091	4,309814	4,10222	4,242642	3,992006	4,168352	4,260303	3,878366	3,982136	4,165973	4,123051
GENE18092	3,85317	4,007405	3,854862	3,830582	3,868815	4,15447	3,798318	3,90978	3,862364	3,887658
GENE18093	3,863263	3,84324	4,319277	3,784901	4,281399	4,072892	4,067507	3,888162	4,027296	4,060443
GENE18094	4,462787	4,368925	4,134874	4,322585	4,223757	4,256714	4,147766	4,565132	4,14044	4,20181
GENE18095	4,211021	4,162016	4,025679	4,008966	5,135316	3,861407	3,958303	3,765219	3,789475	4,050027
GENE18096	3,687477	3,137674	3,429541	3,423884	3,186953	3,294656	3,776935	3,477551	3,371889	3,645577
GENE18097	3,703517	3,141096	3,685195	3,630432	3,577508	3,668311	3,853679	3,783769	3,468121	3,796128
GENE18098	12,520857	12,573631	12,280417	12,648344	12,570503	12,532698	12,461468	12,447592	12,221763	12,573168
GENE18099	4,966632	4,793587	4,550826	4,615934	4,790202	4,572731	4,759606	4,434204	4,354682	4,514544
GENE18100	5,00305	4,668934	3,897685	4,714213	4,608384	4,789724	4,834252	4,658463	4,406773	4,325597
GENE18101	3,364697	3,06832	3,064055	2,986689	3,328095	3,097723	3,190495	2,875828	3,028768	2,978396
GENE18102	3,338443	3,313165	3,352032	3,374993	3,456321	3,405344	3,220276	3,399237	3,305002	3,402701
GENE18103	3,361362	3,06832	3,131704	3,17776	3,149307	3,151969	3,144931	3,060696	3,169795	3,281052
GENE18104	3,562322	3,6303	3,616351	3,719077	3,747311	3,753708	3,441599	3,585105	3,824935	3,606475
GENE18105	3,775789	4,215821	3,752118	3,924733	4,272529	3,966814	3,910648	4,164796	4,268314	3,939409
GENE18106	2,687222	2,807006	2,92612	2,716219	2,65419	2,671934	2,658462	2,773413	2,728514	2,674968
GENE18107	3,480024	3,179891	3,156079	3,397592	3,338838	3,31212	3,300316	3,449375	3,250711	3,254244
GENE18108	3,665862	3,452592	3,329633	3,461606	3,392756	3,632017	3,580517	3,746114	3,650119	3,694534
GENE18109	3,616342	3,550042	3,154072	3,530424	3,604275	3,588989	3,568004	3,770747	3,446056	3,674212
GENE18110	4,712188	4,438478	4,51824	4,250202	5,245581	4,472367	4,838693	4,193165	4,429436	4,121417
GENE18111	3,296549	3,334179	3,58136	3,282701	3,438175	3,365521	3,153372	3,334479	3,353941	3,305218
GENE18112	3,851335	4,016115	3,840827	3,951599	4,06405	3,854862	3,898036	3,71567	3,85598	3,913287
GENE18113	3,28972	3,352797	3,425467	3,216934	3,325981	3,261886	3,332763	3,128932	3,267175	3,136336
GENE18114	3,016165	3,107214	3,291131	3,224889	3,13638	3,302919	3,215291	3,048571	3,095322	3,181865
GENE18115	6,557323	7,073001	6,720651	6,624912	6,729415	6,925455	6,762388	6,843254	6,761825	6,985236
GENE18116	6,963859	7,372435	6,995657	7,037387	7,236194	7,360195	7,13623	7,150283	6,991638	7,342421
GENE18117	4,51119	4,455478	4,404504	4,096395	4,50497	4,426604	4,406245	4,290457	4,282753	4,385535
GENE18118	3,491279	3,605768	3,587719	3,604199	3,744835	3,52824	3,697399	3,550057	3,656542	3,750884
GENE18119	3,029824	3,40717	3,094844	3,124164	3,166636	3,513232	3,132572	3,320879	3,220617	3,214203
GENE18120	3,335378	3,533161	3,616487	3,757707	3,791484	3,711442	3,58661	3,558896	3,579836	3,526698
GENE18121	2,915465	2,843254	2,957441	2,820648	2,895637	2,96335	2,799425	2,81137	2,866814	3,01035
GENE18122	3,537118	3,591218	3,525986	3,483455	3,680538	3,66583	3,716815	3,46812	3,363932	3,504094
GENE18123	3,806344	3,831525	3,620181	3,589766	3,897443	3,976574	3,945476	3,682498	3,818851	4,021969
GENE18124	3,905179	3,388119	4,122693	3,58505	4,003923	3,542544	3,603137	3,36742	3,992946	3,458936
GENE18125	3,563868	3,45301	3,323843	3,407832	3,486516	3,466066	3,306979	3,532193	3,499556	3,414143
GENE18126	3,678028	3,452982	3,579855	3,285454	3,451641	3,414022	3,379226	3,589417	3,508567	3,423225
GENE18127	4,359533	4,763229	4,62385	4,574378	4,476239	4,833335	4,52368	4,504086	4,577515	4,680806
GENE18128	3,862379	4,024843	3,893746	3,88553	3,856697	4,140407	3,754787	3,817024	3,852841	3,976505
GENE18129	3,900779	3,82275	3,876062	3,905275	3,916431	3,938252	4,136891	3,777063	3,87968	4,098565
GENE18130	4,291915	4,106206	4,139181	4,049103	5,610909	4,122998	4,279582	4,118593	3,954603	4,023495
GENE18131	3,819871	3,638386	3,4944	3,492368	3,847423	3,484659	3,809158	3,677479	3,617532	3,857167
GENE18132	3,408562	3,487991	3,508523	3,40269	3,322416	3,38835	3,440121	3,358591	3,446041	3,229553
GENE18133	3,419515	3,791239	3,697849	3,508174	3,556621	3,733602	3,48538	3,490518	3,497236	3,862747
GENE18134	2,996932	2,960063	3,354552	3,08392	3,27977	3,381872	3,103752	2,984262	3,021996	3,10651
GENE18135	3,280107	3,307249	3,160875	3,063817	3,266484	3,221068	3,254964	3,22491	3,277361	3,251785
GENE18136	3,820482	3,960546	3,802553	3,725365	3,575048	3,750206	3,713955	4,009174	3,745184	3,737218
GENE18137	3,620333	3,979407	3,754526	3,642542	4,07401	3,654571	3,868434	4,009844	3,695459	3,872289
GENE18138	5,171162	4,336803	4,389716	4,47825	4,362773	4,436201	4,400848	4,468457	4,404863	4,581122
GENE18139	5,857742	5,607614	5,39007	5,442026	5,181509	5,488671	4,933613	5,380724	5,357531	5,619452
GENE18140	2,859408	2,793819	2,871902	2,742457	2,756986	2,690098	2,728319	2,915587	2,832981	2,768666
GENE18141	2,718968	2,749851	2,774287	2,72118	2,673592	2,883887	2,700468	2,832981	2,723514	2,776188
GENE18142	3,607665	3,824398	3,712941	3,516271	3,70589	3,72393	3,722498	3,744037	3,442951	3,74158
GENE18143	3,536368	3,63978	3,359418	3,622681	3,536512	3,61722	3,638513	3,733613	3,734261	3,449023
GENE18144	6,117266	6,167459	6,104978	5,918359	6,090384	6,060436	6,05337	6,129383	5,90867	6,123535
GENE18145	5,578015	5,85422	5,852443	5,646497	5,74011	5,845054	5,65992	5,953058	5,675931	6,02789
GENE18146	4,052796	4,406245	3,27576	3,973987	4,28839	3,695699	4,085294	3,606581	3,677409	3,280326
GENE18147	3,131643	3,20692	3,205018	3,290865	2,752078	3,290427	3,250732	3,203968	3,220023	3,179917
GENE18148	6,962019	6,14121	6,319452	6,006362	6,756009	6,185724	6,577505	5,849277	6,059189	5,884388
GENE18149	7,455981	6,82568	6,734928	6,69533	7,063017	6,788391	7,02507	6,527646	6,62161	6,37906
GENE18150	3,241408	3,160905	3,346331	3,273412	3,173175	3,119684	3,156219	3,184059	3,126407	2,911433
GENE18151	4,0063	3,739761	3,773433	3,692222	3,610695	4,136954	3,818631	3,765205	3,919018	3,890518
GENE18152	3,540043	3,595305	3,53449	3,383353	3,581443	3,439496	3,424622	3,5654	3,507597	3,702884
GENE18153	3,572702	3,385379	3,220023	3,375032	3,777107	3,482077	3,514221	3,444571	3,236262	3,626652
GENE18154	4,126019	3,418803	2,862148	3,371729	3,609853	3,531435	3,424106	3,255625	3,07993	3,220023
GENE18155	5,378992	5,045256	5,237861	4,976874	5,29678	4,972568	4,929026	4,874474	4,985437	4,908451
GENE18156	6,572007	6,225616	5,953721	5,865945	8,07059	5,893959	6,052771	5,442275	5,988484	5,64752
GENE18157	3,858508	4,643691	3,841084	4,420968	4,569185	4,464306	4,454909	4,779313	4,004606	4,446062
GENE18158	3,636657	2,881224	3,272422	3,072056	3,038104	2,738298	2,922646	2,895984	3,06101	2,85881
GENE18159	6,574537	6,564378	6,671694	6,582327	6,584831	6,816763	6,519099	6,740696	6,765442	6,918928
GENE18160	8,431445	8,414543	8,412557	8,47141	8,377837	8,332448	8,553138	8,511891	8,374736	8,386837
GENE18161	2,90192	2,87275	2,911252	2,73175	3,155884	2,694223	2,914193	3,017696	2,808858	2,811491
GENE18162	3,458494	3,17821	2,952238	3,225359	3,599742	3,235998	3,046598	3,167536	3,096484	3,084341
GENE18163	3,778849	3,720136	3,648199	3,852293	3,662126	3,669162	3,734305	3,749778	3,416704	3,858971
GENE18164	3,857236	3,99003	3,671076	3,742631	3,894012	3,814092	3,734109	3,828826	3,641246	3,767976
GENE18165	4,845107	4,333571	6,477247	4,941316	6,127946	4,553996	4,944392	4,557455	4,402442	4,430998
GENE18166	5,300471	5,208459	5,191256	4,850928	6,060646	4,830287	5,067097	5,055607	5,120869	5,04969
