	slide1	slide2	slide3	slide4	slide5	slide6	slide7	slide8	slide9	slide10
GENE251	5,412305	6,044096	6,067265	5,79216	5,082426	6,157396	5,905307	6,14567	5,598827	5,838406
GENE252	4,121162	4,481891	4,133994	4,033148	4,244138	4,169004	4,123761	4,156267	4,199883	4,274629
GENE253	5,566789	5,762086	5,625616	5,767199	5,691262	5,706827	5,666421	5,554612	5,678215	5,652804
GENE254	3,091444	3,171695	3,289557	3,021094	3,135418	3,126506	3,087139	3,017544	3,05553	3,259901
GENE255	5,455587	5,407061	5,724312	5,576504	5,277446	5,41462	5,504879	5,26471	5,798606	5,713454
GENE256	3,772644	3,260184	3,49766	3,398503	3,620968	3,312027	3,403985	3,220023	3,586589	3,592717
GENE257	8,288172	7,800066	8,181581	8,074653	7,424506	8,284526	7,855664	7,648604	7,967125	8,161141
GENE258	5,296417	5,274501	4,738865	5,259052	5,842904	5,233661	4,58843	5,164395	4,938954	6,121508
GENE259	3,047218	3,240644	3,213564	3,303162	3,30974	3,750206	3,997681	4,238737	2,932529	3,581521
GENE260	6,953374	5,973498	6,609199	6,204162	6,959853	6,346868	6,056598	5,006674	6,87452	6,307475
GENE261	3,845333	4,976874	3,812516	4,66215	3,949178	4,637492	4,47399	5,097043	4,207854	4,561226
GENE262	5,256267	5,079612	5,246027	5,088204	4,776783	5,008223	5,096545	4,901009	5,182323	5,073117
GENE263	3,510953	3,420822	3,422565	3,456855	3,635889	3,485682	3,299767	3,426298	3,339839	3,426298
GENE264	3,83768	3,61056	3,719554	3,816667	3,590127	3,605635	3,511263	3,788726	3,461618	3,737048
GENE265	4,746295	4,9264	5,16228	5,022798	5,739991	4,978382	4,944015	4,645413	4,993455	5,400899
GENE266	4,817684	4,532745	4,45602	4,696088	4,177574	4,447454	4,408171	3,997578	4,573889	4,28984
GENE267	3,706629	4,653231	3,481749	4,063176	3,602136	3,946114	4,052796	4,430613	3,606514	3,898975
GENE268	5,903036	8,306488	5,401579	7,594919	7,702612	7,327206	8,095395	8,872346	6,252984	7,809482
GENE269	4,579945	4,356523	4,260953	4,321375	4,292885	4,460876	4,455634	4,491058	4,329675	4,1747
GENE270	4,032673	4,416613	3,689052	4,005838	4,044996	4,079749	3,979674	4,147248	3,950458	3,934121
GENE271	3,141096	3,131954	3,103867	3,439881	3,167117	3,231844	3,167117	3,252977	3,061007	3,109119
GENE272	4,357429	4,167112	4,042544	4,062172	4,745035	4,106648	4,224033	4,086443	4,637493	4,180927
GENE273	3,086551	3,308045	3,621812	3,422441	3,051659	3,286375	3,373272	3,373708	3,435642	3,212072
GENE274	5,714001	5,024089	5,197387	5,124107	4,882862	5,214237	5,047653	5,296167	5,339429	5,394169
GENE275	4,6417	4,408418	4,297856	4,199041	4,46842	4,219567	4,473441	4,636729	4,293448	4,282059
GENE276	4,621838	4,834646	4,851787	4,71784	4,455634	4,710518	4,80645	4,798477	4,605686	4,911614
GENE277	5,773339	5,773514	5,841521	5,662767	5,937278	5,7288	5,600775	5,545017	5,776364	5,697665
GENE278	7,950025	6,963125	7,48169	6,911138	7,284488	6,866634	6,926444	6,597627	8,119654	7,103897
GENE279	6,410072	5,904731	6,926983	6,559313	5,998661	6,555164	6,053476	6,775828	6,479577	6,491427
GENE280	3,79916	3,938966	3,610231	3,5867	3,740021	3,809461	3,640865	3,715169	3,723898	3,758602
GENE281	3,444836	3,776845	3,993707	4,279576	3,31144	3,713643	3,845914	4,118593	3,794161	3,739761
GENE282	6,468924	6,721571	6,766031	6,753793	6,423907	6,950838	6,751397	6,919656	6,597032	6,9235
GENE283	5,542688	4,818817	5,846904	5,10636	5,328243	5,250806	4,834078	5,734374	5,134435	5,855495
GENE284	4,168495	4,522968	4,245385	3,940225	4,230869	3,689642	3,975368	3,993778	4,115691	4,148286
GENE285	5,08067	4,653277	5,359244	4,932271	4,559506	5,137799	4,842639	5,360049	4,978556	5,26325
GENE286	4,474911	3,358815	3,361834	3,305745	4,608886	3,524232	4,200458	2,91144	3,450146	3,357885
GENE287	5,261824	5,420128	5,244694	5,109656	5,482555	5,351399	5,125172	5,243137	5,309768	5,234459
GENE288	4,579291	3,665697	5,413468	4,322464	4,449073	5,052472	5,178963	4,091271	4,547166	4,690849
GENE289	5,162553	4,113022	4,500174	4,435678	5,09777	4,357709	4,781345	4,155562	4,497979	4,492094
GENE290	3,740253	4,018368	4,163889	3,801055	4,101058	4,024657	4,113856	4,073295	4,00371	3,978416
GENE291	4,363674	4,346376	4,215609	3,97912	4,543486	4,194939	4,210122	4,305078	4,341889	4,210223
GENE292	5,19983	5,414275	5,421664	5,517377	4,900052	5,327468	5,458577	5,539949	5,249522	5,238877
GENE293	4,655102	4,507613	5,008225	4,4755	4,722065	4,90703	4,864308	4,941884	5,042423	4,92804
GENE294	4,899904	4,565868	4,562787	4,426958	6,41959	4,471512	4,436869	4,08785	4,317129	4,281917
GENE295	6,831037	10,407007	6,746473	9,473322	8,543482	9,0003	9,272973	10,291324	7,719244	9,247311
GENE296	4,539007	6,250229	4,561314	5,53991	4,561314	5,402945	5,328075	7,281865	4,406925	5,11509
GENE297	4,099747	4,430127	3,563149	4,479571	3,650814	3,61738	3,682311	3,918152	4,533549	3,570152
GENE298	6,297397	7,330188	7,456096	7,238305	6,505215	7,065838	6,754034	7,104111	6,949213	7,637083
GENE299	4,107061	4,154397	4,579614	4,107792	4,104149	4,216577	3,968297	4,088788	4,518354	4,053608
GENE300	8,737074	8,958692	9,149489	9,00372	8,05113	8,666824	8,86267	9,02088	9,041538	8,59187
GENE301	4,252949	5,116914	4,332903	4,81131	4,621209	4,385629	4,677665	5,344189	4,391333	4,633743
GENE302	4,752318	4,948809	4,969392	4,881911	5,043638	5,099072	5,209659	4,891122	5,132271	5,019874
GENE303	6,055348	5,294525	5,921992	5,65695	5,235163	5,695186	5,91726	5,409814	5,654207	5,298313
GENE304	4,33434	4,080848	4,302143	4,258321	4,408101	4,394568	4,541934	4,278866	4,137561	4,12395
GENE305	2,815858	2,871372	2,830824	2,986634	2,856142	3,171637	2,893857	2,950767	3,024461	2,893857
GENE306	8,504173	8,08607	8,422735	8,475991	7,786841	8,18258	8,454105	8,66222	8,432467	8,119421
GENE307	5,156827	4,358438	4,648273	4,502973	4,258256	4,065352	4,556206	4,378817	4,517929	4,217605
GENE308	5,129303	5,238861	5,136026	5,00079	4,89718	5,091689	5,051287	5,110708	5,11184	5,346339
GENE309	4,801999	4,879925	4,73949	4,887114	4,459075	5,073495	4,817627	4,77933	4,838319	5,075648
GENE310	7,014179	7,711534	7,988545	8,061542	7,208535	7,934159	7,399831	8,055079	6,816823	7,581245
GENE311	4,386499	4,388487	4,42642	4,2263	4,527489	4,435278	4,269969	4,320588	4,511521	4,250409
GENE312	5,999377	6,245692	6,047529	6,216366	6,536603	6,170369	6,035005	6,154643	6,170791	6,168288
GENE313	6,26269	5,509291	7,716906	6,967827	5,505384	6,43274	6,170517	6,414323	6,757004	6,007809
GENE314	5,118415	5,703236	5,105273	5,547647	5,298961	5,561898	5,300759	5,589983	4,839165	5,431796
GENE315	6,9252	6,952645	7,394834	7,243242	6,760601	7,237396	6,900119	7,335595	7,499373	7,277906
GENE316	3,46187	3,381479	3,185312	3,192935	3,379122	3,463413	3,372177	3,4203	3,42242	3,415912
GENE317	5,680541	5,941088	5,942342	6,223401	6,119922	6,296576	5,729434	5,783529	5,898841	6,246741
GENE318	4,961268	4,073045	4,59154	4,457211	4,910721	4,64528	4,76872	3,97496	4,293641	4,211041
GENE319	3,025009	3,220023	3,379295	2,972778	3,249698	3,433395	3,24929	3,030344	3,230687	3,394811
GENE320	5,058646	5,275151	5,150165	5,052566	5,123247	5,036268	5,078368	5,170061	5,160331	5,246431
GENE321	5,470992	6,177156	6,028494	5,892202	6,801088	6,014317	6,179908	5,799778	6,180135	6,094613
GENE322	3,646391	3,725557	3,73285	3,278925	3,778324	3,422202	3,550352	3,730216	3,805503	3,59814
GENE323	6,198071	6,68372	4,94326	6,42568	6,759057	6,294521	5,749682	6,072443	5,375355	5,472454
GENE324	5,373941	5,26481	5,282038	5,302612	5,203353	5,353881	4,971801	5,329802	5,795425	5,3522
GENE325	3,137611	2,856066	3,173278	2,943845	3,042198	3,13638	3,16402	3,046008	3,225953	3,172317
GENE326	5,726682	5,735942	5,598894	5,575363	5,571489	5,73509	5,664485	5,47697	5,496971	5,635511
GENE327	5,192807	5,022762	4,869242	5,680006	4,209203	5,156638	5,045673	5,44851	5,100833	5,345815
GENE328	5,083358	5,34245	5,787755	5,459634	4,756342	5,310809	5,346766	5,582687	5,709853	5,379483
GENE329	4,175347	4,197743	4,180656	4,072937	4,036946	4,164114	4,372911	4,23052	4,500099	4,1747
GENE330	4,854931	5,129134	4,909428	4,913497	4,910705	4,916139	4,744779	4,914291	4,866631	5,096897
GENE331	4,704756	4,811286	4,676456	4,663146	4,90851	4,715052	4,741246	4,574054	4,746215	5,090072
GENE332	3,409168	3,54642	3,300198	3,365521	3,31457	3,310405	3,525733	3,424767	3,824781	3,37124
GENE333	4,115703	3,662674	3,606941	3,496302	3,520722	3,463413	3,653845	3,695208	4,170106	3,121439
GENE334	4,284495	5,735655	5,721612	5,282882	5,315352	5,409637	5,054595	6,53421	4,979072	5,081892
GENE335	5,537794	7,404872	6,209167	7,477199	6,800415	6,887678	6,734831	7,883927	6,67719	6,88113
GENE336	3,991163	4,250732	3,915317	3,968144	3,990641	3,945649	4,175509	3,986942	4,218327	4,014325
GENE337	4,595446	4,513156	4,664017	4,506605	4,515162	4,416256	4,565781	4,470091	4,720775	4,737445
GENE338	4,461027	4,624434	4,558807	4,728241	4,412995	4,719988	4,546923	4,457044	4,453265	4,460876
GENE339	4,181424	4,566709	3,910316	4,066515	4,061911	4,487093	4,323219	4,04756	4,460876	4,38641
GENE340	4,348407	4,339154	4,116593	4,139538	4,399813	4,344182	4,506503	4,302988	4,320954	4,194369
GENE341	2,927656	2,856066	3,174971	3,073879	3,12777	3,271667	3,125219	2,915587	3,080293	3,040187
GENE342	5,39695	5,172354	5,407858	5,099305	5,220575	5,382293	5,423238	5,284442	5,423478	5,346951
GENE343	4,045371	3,716052	3,921708	3,946348	3,71581	3,666779	3,759312	3,742371	3,821175	3,899183
GENE344	4,613812	4,703879	4,344988	4,230869	4,645601	4,501066	4,491873	4,397599	4,399075	4,511191
GENE345	5,7151	5,542793	5,904211	5,744502	5,675129	5,480745	5,836591	5,679327	5,854396	5,754827
GENE346	3,051206	4,476295	2,952477	3,277135	4,564601	3,459174	4,178437	3,607309	3,093458	2,985926
GENE347	5,58068	5,612149	5,605641	5,310741	5,470232	5,375213	5,3469	5,529194	5,571406	5,526985
GENE348	3,478345	3,646346	3,638114	3,361958	3,635829	3,46561	3,50478	3,846728	3,595227	3,508768
GENE349	5,303476	5,074781	5,224998	5,019682	5,079892	5,117821	5,026581	5,231818	5,229923	5,205968
GENE350	5,018478	5,459029	4,965978	5,125468	5,093852	5,309043	4,962216	5,216733	5,105676	5,343574
GENE351	3,059742	2,986389	3,022448	3,104415	3,009318	3,074719	3,103716	3,082782	3,012912	3,19596
GENE352	4,124124	4,269065	4,238499	3,885063	4,060763	4,000818	4,032592	4,194112	4,073245	4,18949
GENE353	5,02424	5,119665	4,99531	5,109599	5,050077	5,100627	4,746294	5,085526	4,982043	5,222257
GENE354	4,276383	4,159412	4,103975	4,124989	3,989654	4,35881	4,115931	4,016879	4,0344	4,035277
GENE355	3,241186	3,457459	3,528925	3,490449	3,374061	3,33478	3,083159	3,443298	3,356863	3,201614
GENE356	3,263949	3,305536	3,118624	3,038303	3,104355	3,220023	3,124549	3,088508	3,242807	3,137342
GENE357	3,535475	3,856659	3,35269	3,436499	3,770744	3,72085	3,745076	3,531492	3,218793	3,494799
GENE358	3,98891	4,142649	3,866311	3,850321	4,010559	3,866311	4,200458	4,068106	3,761594	4,094294
GENE359	2,862652	3,075411	2,819093	2,752619	2,95542	3,004693	3,099631	3,044132	3,188682	2,891858
GENE360	3,153914	3,174012	3,453452	2,928705	3,23932	3,219107	3,095935	3,03295	3,14124	3,113864
GENE361	3,966214	3,577234	3,733415	3,809618	3,425467	3,709156	3,541975	3,540897	3,827073	3,685319
GENE362	3,067182	3,141096	2,947155	3,023495	3,268067	3,10647	2,99863	3,183978	3,000059	3,129833
GENE363	3,264675	3,201114	3,279874	3,263725	3,080239	3,314612	3,088656	3,015555	3,066017	3,182962
GENE364	2,910671	2,997417	3,064992	2,844198	2,656059	2,975804	3,018081	3,220128	2,880849	2,789579
GENE365	4,683635	4,828705	4,866695	4,819004	4,809814	4,895775	4,426725	4,753636	4,680699	4,742206
GENE366	4,034857	3,748952	3,512268	3,496549	3,899958	3,962121	3,46562	3,682163	3,750938	3,882056
GENE367	4,135819	4,071141	3,860892	3,976491	3,846376	4,265129	3,868422	4,120051	4,296884	4,010022
GENE368	4,076235	4,591979	4,121398	4,022871	4,447897	4,417169	3,981682	4,126709	3,873033	3,957574
GENE369	3,434011	3,698045	3,910316	3,917633	3,848099	3,601945	3,622018	3,801391	3,560844	3,632544
GENE370	3,265552	3,11409	3,065681	2,987524	2,996323	3,179917	3,007248	2,880166	2,949596	3,267208
GENE371	3,556172	3,146086	3,057975	3,327087	3,930179	3,244182	3,390264	3,003511	3,056723	3,237389
GENE372	6,437827	6,227616	5,841521	5,794977	5,801854	5,880754	5,909292	5,614552	5,906259	5,890683
GENE373	9,114824	9,600214	10,100485	10,041481	9,253485	9,984237	9,78362	10,138973	9,630174	9,607094
GENE374	7,003043	7,081878	6,526562	6,352842	6,669583	6,618787	6,942032	7,228525	6,735963	6,527635
GENE375	7,80104	7,560028	7,68215	7,596222	6,896949	7,451374	7,561689	7,76512	7,518712	7,63447
GENE376	4,074267	3,939475	4,649205	3,778893	4,184245	4,154879	3,999862	4,176572	4,304092	3,797055
GENE377	3,093458	2,752215	3,041189	3,048919	2,879425	2,872622	3,106375	2,969814	2,954724	2,77665
GENE378	3,231807	3,039642	2,967291	2,775223	3,051152	3,226881	3,109618	2,912464	2,751134	2,879671
GENE379	2,983757	2,958619	2,984282	2,903625	3,082497	3,093458	2,960101	3,013661	3,07256	2,948741
GENE380	3,346952	3,284604	3,307973	3,120641	3,541145	3,332798	3,259851	3,335714	3,238209	3,360467
GENE381	4,921997	5,179994	4,56176	5,048423	5,717535	4,922101	4,899167	4,904249	5,035201	5,072622
GENE382	3,207081	3,189329	3,266302	3,154022	3,191689	3,365521	3,196591	2,997313	3,254417	3,31965
GENE383	5,456754	6,38664	6,934321	6,316731	7,176583	6,286895	6,30422	6,494966	7,437159	6,880485
GENE384	3,345644	3,652661	3,400578	3,365521	3,479279	3,18932	3,258853	3,321886	3,601945	3,538216
GENE385	6,39272	6,583237	6,531102	6,526217	6,565249	6,669176	6,255497	6,546947	6,315967	6,649335
GENE386	7,634832	7,49126	7,641685	7,624882	6,986469	7,530105	7,511503	7,640697	7,519205	7,637189
GENE387	7,067459	6,684411	6,660206	6,633011	6,94165	6,611584	6,488516	6,584607	6,627353	6,745427
GENE388	5,674136	5,828724	5,717911	5,538121	5,53758	5,755255	5,351295	5,67546	5,738304	5,748116
GENE389	5,982183	5,517138	5,875036	5,47061	5,181509	5,689174	5,55796	5,601413	5,767004	5,684512
GENE390	3,759386	3,603031	3,842148	3,620158	3,635829	3,695459	3,713418	3,607309	3,725138	3,570991
GENE391	3,381205	3,322569	3,648556	3,215216	3,516714	3,463683	3,309576	3,152535	3,333194	3,281754
GENE392	3,137334	3,038795	3,370367	3,219887	3,562221	3,220023	3,118644	3,515856	3,346744	3,370367
GENE393	6,049267	5,866437	6,152541	5,922185	5,943387	6,053913	5,883084	6,371005	6,007837	5,994206
GENE394	3,11882	3,141096	3,219006	3,163971	3,135302	3,220531	3,29478	3,057181	3,228053	3,056195
GENE395	5,10679	5,174687	5,932605	5,240556	5,253893	5,264978	5,165132	5,393916	5,98329	5,077884
GENE396	5,269768	5,420437	5,230143	5,402942	5,435423	5,638649	5,392272	5,480768	5,380271	5,375921
GENE397	4,048872	4,102723	4,358246	4,569228	3,743381	4,283009	4,065045	4,27622	4,040496	3,982162
GENE398	6,473493	6,508171	7,179669	6,748152	5,56896	6,36437	6,625679	6,723519	7,023892	6,527727
GENE399	5,545538	5,277616	6,26061	5,161818	5,16419	5,487742	5,393508	5,789082	5,404037	5,347424
GENE400	4,649757	4,768258	4,663401	4,5794	4,912935	4,88812	4,53397	4,972802	4,632672	4,908451
GENE401	3,353144	3,417855	3,244895	3,514152	3,216336	3,362323	3,35759	3,206311	3,416253	3,445786
GENE402	6,544384	6,535932	6,488754	6,441935	6,510526	6,512184	6,550109	6,492449	6,349733	6,70373
GENE403	4,727218	5,041806	4,601835	4,824174	4,721176	4,804826	4,463908	4,839241	4,718593	4,696291
GENE404	5,001277	5,281216	5,239738	5,236428	5,251509	5,348491	5,145907	5,202794	5,075363	5,367996
GENE405	5,415279	5,400966	5,126678	5,396998	4,989556	5,474178	5,283806	5,623897	5,32736	5,251073
GENE406	3,754445	3,517629	3,873398	4,180809	3,859048	3,871164	3,539125	3,78067	3,799491	3,694888
GENE407	3,425899	3,206114	3,081423	3,093458	3,425467	2,874645	3,100611	3,10976	2,974467	3,126008
GENE408	3,767824	4,102812	3,811107	3,715996	3,68161	3,922624	3,685496	3,906288	3,775778	3,856376
GENE409	3,78884	3,567533	3,791241	3,661358	3,275817	3,601945	3,479925	3,855405	3,636726	3,840454
GENE410	3,90308	3,88098	4,050963	3,836731	3,869895	3,952314	3,899713	4,096552	4,000939	3,888362
GENE411	6,771529	7,064875	6,878478	7,074872	5,986482	6,965357	6,89741	7,196207	6,9363	6,737862
GENE412	5,323109	5,332847	5,426672	5,384405	5,394143	5,220784	5,349171	5,508337	5,209598	5,356866
GENE413	3,765288	3,695459	3,49282	3,543931	3,580528	3,566591	3,638721	3,462514	3,733649	3,541784
GENE414	5,334618	5,546163	5,649293	5,541497	5,129422	5,602541	5,599798	5,704634	5,536136	5,580964
GENE415	2,945081	2,923785	3,220765	2,85099	2,836757	2,848013	2,941557	2,956683	3,019514	2,891858
GENE416	3,808487	3,846564	3,507097	3,733723	3,870271	3,723403	4,142094	3,886542	3,829839	3,978266
GENE417	3,567118	3,370763	3,429725	3,381747	3,119424	3,419136	3,515856	3,608632	3,606275	4,012525
GENE418	7,926745	8,145111	9,526181	7,864187	7,777534	5,804339	6,395873	7,448313	6,189204	7,948115
GENE419	7,136671	6,310129	7,297277	6,599652	6,464953	6,855715	6,784021	6,608824	6,911301	6,957535
GENE420	5,60219	4,028128	4,740467	4,645231	4,071129	4,132743	4,540135	3,764365	4,323387	4,144205
GENE421	6,171357	6,239847	6,141987	6,236777	6,374983	6,359329	5,893381	6,350725	6,263763	6,439598
GENE422	8,922402	8,588399	8,859487	8,730796	8,047429	8,572274	8,56634	8,535567	8,914473	8,668634
GENE423	4,156601	3,843081	3,948102	4,015916	4,047733	3,93664	3,994037	3,947043	4,028037	3,948102
GENE424	7,829469	10,615178	7,527213	9,720237	9,582511	9,519863	9,895248	10,868001	8,303992	9,478841
GENE425	3,567449	3,73909	3,48972	3,219603	3,363328	3,359625	3,625983	3,993238	3,549894	3,612308
GENE426	8,686278	8,444756	9,158472	8,68996	8,278306	8,706667	8,460747	8,655486	9,04716	8,731786
GENE427	6,652261	6,971337	7,00921	6,949952	6,393176	7,390966	6,991288	8,038388	7,032923	7,28398
GENE428	7,578467	7,696265	7,125365	7,71225	7,429092	7,962717	7,54279	7,625982	7,412252	7,678576
GENE429	5,535812	5,359315	5,226452	5,531469	5,575687	5,421938	5,161875	5,040526	4,935182	5,284486
GENE430	3,967622	3,806448	4,243626	3,896151	3,746207	4,048198	3,83752	3,904014	4,270061	3,691241
GENE431	3,397852	3,576928	3,394796	3,319601	3,321398	3,770239	3,393323	3,464134	3,378995	3,516285
GENE432	8,126031	7,28145	7,967774	7,795309	6,919425	7,919501	7,969833	7,778275	7,913404	7,874162
GENE433	6,807556	6,739113	6,82667	7,011087	7,152158	7,038554	6,932685	7,245816	6,841332	7,028229
GENE434	8,272826	8,246319	8,031029	8,771989	8,249054	8,344906	8,659785	8,387245	8,823943	8,63639
GENE435	5,389458	6,227891	5,058541	6,423213	4,603639	5,787121	5,420022	5,926194	5,129649	5,594666
GENE436	3,540108	3,559641	3,372567	3,386336	3,333029	3,467521	3,457726	3,684719	3,335916	3,317088
GENE437	8,124913	7,494712	8,113724	7,49065	8,270147	7,896105	8,039745	7,274432	8,112977	7,401668
GENE438	5,565921	5,755567	5,747704	5,623977	5,458315	5,769665	5,5072	5,769094	5,840941	5,804072
GENE439	6,29235	6,131402	6,268012	6,128556	5,802254	6,330493	6,058279	6,213521	6,180835	6,165456
GENE440	8,288741	7,102631	7,828692	7,568681	7,966314	8,174184	8,115956	7,143871	8,216836	7,62219
GENE441	6,916194	6,754363	7,564679	7,158378	7,261886	7,265251	7,061548	6,792106	7,036457	7,12708
GENE442	6,816823	6,321197	6,694844	6,634928	6,685873	6,721656	6,79211	6,622784	6,916031	6,589399
GENE443	6,217079	7,629393	5,972886	6,722655	7,075024	6,672377	6,971974	7,341637	6,782672	6,785127
GENE444	5,748116	6,036383	6,042333	5,91733	6,285692	6,085478	6,095297	5,966679	5,985493	6,112897
GENE445	7,008288	7,233922	7,350066	7,219116	7,19185	7,396053	7,10938	7,178291	7,013842	7,429231
GENE446	5,211772	4,654336	5,426629	4,578469	4,988872	5,057512	4,773766	4,736336	4,856855	4,966741
GENE447	3,840454	3,305944	4,246326	3,765391	4,09231	3,576351	3,879715	3,708145	4,077927	3,924757
GENE448	4,144022	4,314589	4,997594	4,33333	4,090873	3,995985	4,118265	4,375189	4,349395	4,364684
GENE449	7,856904	7,585619	7,422612	7,539376	7,741765	7,652038	7,509605	7,481399	7,420441	7,603997
GENE450	5,049682	5,861291	5,509198	6,012084	6,512442	6,061114	6,203096	4,531192	6,061928	5,97828
GENE451	6,393017	6,513744	6,440776	6,386434	6,236923	6,359938	6,33057	6,358723	6,129777	6,411033
GENE452	5,15089	4,813535	4,537563	4,849662	5,225449	4,818777	4,709332	5,155568	5,219025	5,090683
GENE453	4,547667	4,421575	4,738639	4,518566	4,721403	4,613204	4,414272	4,451701	4,853109	4,625544
GENE454	12,234864	12,369057	12,256643	12,275285	11,870952	12,368856	12,231269	12,172798	12,2252	12,233041
GENE455	4,450643	4,312344	4,034089	3,806121	4,118593	4,064464	4,052878	4,039644	3,981101	3,931591
GENE456	5,912288	6,367038	5,961836	5,905548	6,065243	6,213122	6,134463	6,189499	5,457598	5,81157
GENE457	5,987969	5,757388	5,968771	5,800044	5,825611	5,947782	5,855905	5,410418	5,878742	5,504136
GENE458	3,635829	6,274109	4,356523	5,295109	4,75481	5,139417	4,783329	5,769446	4,40289	5,484978
GENE459	8,1735	8,462253	9,179257	8,807314	8,100049	8,679695	8,383613	8,826717	7,867182	8,579026
GENE460	4,693388	4,364346	4,719256	4,485409	4,445362	4,431999	4,492486	4,442784	4,405015	4,416981
